Track,Artist,Popularity,duration_ms,explicit,Danceability,Energy,key,Loudness,mode,speechiness,Acousticness,instrumentalness,liveness,Valence,BPM,Genre
Distractions,Fabrizio Paterlini,60,75775,False,0.123,0.0358,4,-38.528,1,0.0483,0.99,0.945,0.098,0.0399,114.425,ambient
Neptune,Sleeping At Last,57,280370,False,0.602,0.371,9,-11.575,0,0.0322,0.23,0.0,0.0887,0.211,120.01,ambient
Light,Sleeping At Last,60,262533,False,0.224,0.387,0,-9.022,1,0.0287,0.532,0.00548,0.0689,0.0395,104.566,ambient
Halloween,Novo Amor,63,154773,False,0.649,0.467,5,-6.589,1,0.0304,0.874,1.68e-05,0.114,0.353,106.549,ambient
Birdcage,Novo Amor,54,202226,False,0.574,0.407,1,-8.321,1,0.0243,0.902,0.637,0.0927,0.223,82.047,ambient
Opaline,Novo Amor,58,192040,False,0.367,0.337,1,-9.857,1,0.0326,0.955,0.117,0.0869,0.283,181.868,ambient
Where We Are,Project AER,56,159389,False,0.733,0.147,9,-16.465,0,0.0393,0.902,0.883,0.114,0.0432,122.003,ambient
The Departure,Max Richter,61,75849,False,0.384,0.00341,0,-39.053,0,0.0447,0.996,0.943,0.0964,0.117,116.941,ambient
Whitby,Stephan Moccio,45,195240,False,0.21,0.0223,7,-28.528,0,0.0432,0.991,0.922,0.105,0.252,166.662,ambient
Make You Feel My Love,Sleeping At Last,54,208339,False,0.451,0.0767,7,-12.221,1,0.0402,0.979,0.0,0.129,0.333,139.586,ambient
Remembrance,Balmorhea,61,349200,False,0.452,0.131,6,-13.163,0,0.0324,0.47,0.898,0.0604,0.143,121.276,ambient
Weightless Part 1,Marconi Union,67,486840,False,0.0783,0.206,2,-20.611,0,0.0337,0.864,0.838,0.179,0.0807,80.341,ambient
"J'y suis jamais allé - Theme from ""Amelie""",Mercuzio Pianist,58,91039,False,0.517,0.41,4,-17.598,0,0.0393,0.964,0.924,0.119,0.317,105.034,ambient
"Dawn - From ""Pride & Prejudice"" Soundtrack",Dario Marianelli;Jean-Yves Thibaudet,62,158600,False,0.332,0.0525,0,-24.1,1,0.0388,0.991,0.891,0.0683,0.097,78.853,ambient
Dance For Me Wallis,Abel Korzeniowski,58,188346,False,0.397,0.357,7,-14.694,0,0.0313,0.889,0.907,0.147,0.16,86.043,ambient
Luminous,Ludovico Einaudi,62,283280,False,0.307,0.00229,1,-34.977,1,0.0519,0.992,0.931,0.098,0.281,67.775,ambient
Temple White,Ludovico Einaudi,65,264844,False,0.303,0.00958,8,-28.556,1,0.054,0.991,0.953,0.109,0.212,72.204,ambient
You Are a Memory,Message To Bears,58,221746,False,0.133,0.339,9,-10.315,1,0.0339,0.854,0.0422,0.101,0.0291,144.726,ambient
Raise a Hallelujah (Studio Version),Bethel Music;Jonathan David Helser;Melissa Helser,61,244040,False,0.42,0.823,1,-4.889,1,0.0434,0.00985,0.0,0.103,0.517,163.997,ambient
Taladh Chriosta,Peter Gregson;Daniel Pioro;Grace Davidson;Clara Sanabras;Hannah Cooke,0,201651,False,0.0877,0.0452,4,-22.712,0,0.0431,0.988,0.936,0.109,0.0353,85.425,ambient
Snow,Roger Eno;Brian Eno,0,280093,False,0.407,0.00256,5,-31.357,0,0.0449,0.989,0.94,0.119,0.134,73.214,ambient
Taladh Chriosta,Peter Gregson;Daniel Pioro;Grace Davidson;Clara Sanabras;Hannah Cooke,0,201651,False,0.0877,0.0452,4,-22.712,0,0.0431,0.988,0.936,0.109,0.0353,85.425,ambient
Taladh Chriosta,Peter Gregson;Daniel Pioro;Grace Davidson;Clara Sanabras;Hannah Cooke,0,201651,False,0.0877,0.0452,4,-22.712,0,0.0431,0.988,0.936,0.109,0.0353,85.425,ambient
Taladh Chriosta,Peter Gregson;Daniel Pioro;Grace Davidson;Clara Sanabras;Hannah Cooke,0,201651,False,0.0877,0.0452,4,-22.712,0,0.0431,0.988,0.936,0.109,0.0353,85.425,ambient
The Heart Asks Pleasure First,Michael Nyman;Ahn Trio,0,187426,False,0.216,0.172,9,-21.399,0,0.0456,0.989,0.819,0.0949,0.0997,168.501,ambient
The Heart Asks Pleasure First,Michael Nyman;Johannes Bornlöf,0,196950,False,0.303,0.178,9,-22.166,0,0.0432,0.935,0.779,0.111,0.379,176.897,ambient
MGV (Musique à Grande Vitesse) 1993 (for the inauguration of the TGV North European line): 1st Region,Michael Nyman;Michael Nyman Band,0,295826,False,0.571,0.293,4,-18.832,0,0.0336,0.882,0.815,0.605,0.327,119.515,ambient
MGV (Musique à Grande Vitesse) 1993 (for the inauguration of the TGV North European line): 5th Region,Michael Nyman;Michael Nyman Band,0,322133,False,0.236,0.499,4,-12.763,0,0.0396,0.576,0.745,0.0991,0.0757,98.581,ambient
Kalga,aswekeepsearching,27,431874,False,0.469,0.373,1,-9.189,1,0.0311,0.803,0.168,0.133,0.0474,125.017,ambient
Heavenly,Cigarettes After Sex,49,288594,False,0.538,0.431,8,-9.299,1,0.0249,0.628,0.68,0.11,0.124,105.146,ambient
Every High,Kyson,56,213204,False,0.702,0.372,11,-12.298,1,0.0478,0.629,0.0114,0.0972,0.189,114.077,ambient
So Far,Ólafur Arnalds;Arnór Dan,54,272014,False,0.462,0.339,6,-14.301,0,0.0418,0.813,0.808,0.108,0.0395,115.015,ambient
Aas Paas,aswekeepsearching,28,359899,False,0.337,0.48,1,-7.295,1,0.0324,0.406,0.0397,0.111,0.105,120.093,ambient
Curls,Bibio,58,197933,False,0.497,0.348,9,-10.593,1,0.0285,0.879,0.796,0.722,0.227,82.176,ambient
Ovotaar,aswekeepsearching;Shankuraj Konwar,26,333125,False,0.449,0.774,6,-6.135,0,0.0384,0.592,0.00687,0.104,0.156,95.964,ambient
Bathroom Dance,Hildur Guðnadóttir,53,128280,False,0.167,0.0721,8,-19.221,0,0.0339,0.856,0.265,0.0758,0.0388,86.116,ambient
Éphémère,Tony Anderson,54,103090,False,0.278,0.0217,9,-37.438,0,0.0327,0.98,0.919,0.0926,0.223,104.541,ambient
The Choice,Gustavo Santaolalla;Alan Umstead,56,102373,False,0.303,0.00338,4,-30.932,0,0.0493,0.909,0.89,0.116,0.347,50.96,ambient
Petals,Bibio,58,152333,False,0.359,0.286,9,-10.172,0,0.0338,0.908,0.0036,0.109,0.229,152.205,ambient
Sweet,Cigarettes After Sex,51,252576,False,0.488,0.507,6,-9.329,1,0.0283,0.352,0.754,0.221,0.114,96.225,ambient
Seneca,Novo Amor,52,267746,False,0.182,0.341,0,-9.966,0,0.0337,0.972,0.608,0.1,0.113,78.895,ambient
Dream 1 (before the wind blows it all away) - Pt. 8,Max Richter,62,118668,False,0.166,0.00225,6,-37.609,1,0.0507,0.988,0.946,0.108,0.0541,69.327,ambient
Water,Bicep;Clara La San,66,256898,False,0.528,0.822,4,-5.371,0,0.0287,0.0087,0.192,0.183,0.363,130.013,ambient
Lux Aeterna,Clint Mansell;Kronos Quartet,53,234400,False,0.38,0.246,7,-13.955,0,0.0329,0.872,0.905,0.084,0.0573,133.805,ambient
Camping,Jóhann Jóhannsson,60,78874,False,0.367,0.107,9,-20.273,0,0.0471,0.862,0.926,0.107,0.146,129.368,ambient
The Moment,aswekeepsearching,29,110000,False,0.277,0.243,8,-18.456,0,0.0348,0.966,0.889,0.105,0.0379,150.074,ambient
In the Kitchen,Mree,53,211240,False,0.567,0.344,0,-13.8,0,0.0326,0.91,0.121,0.107,0.272,117.563,ambient
They Move on Tracks of Never-Ending Light,This Will Destroy You,52,416333,False,0.645,0.188,6,-19.37,1,0.0377,0.546,0.836,0.0952,0.0748,119.999,ambient
Who We Want to Be,Tom Day,46,395294,False,0.456,0.672,7,-10.431,0,0.0317,0.0728,0.451,0.0724,0.0541,102.005,ambient
Goodness,Simon Wester,48,180594,False,0.257,0.0551,4,-25.138,1,0.0317,0.92,0.917,0.0804,0.0445,96.864,ambient
Faithful,Erik Nieder,61,284422,False,0.451,0.724,11,-5.758,1,0.0409,0.0309,0.0,0.0844,0.284,139.972,ambient
Butterflies - Piano Sonata,Tony Anderson,53,240000,False,0.313,0.0288,4,-28.271,0,0.0395,0.992,0.911,0.0779,0.0764,126.866,ambient
Prélude,Olivia Belli,61,171608,False,0.107,0.0214,0,-33.248,0,0.0473,0.963,0.877,0.107,0.064,151.531,ambient
Apricots,Bicep,63,246506,False,0.819,0.599,11,-6.778,1,0.039,0.347,0.824,0.083,0.489,127.986,ambient
Flying Carpet,Elea;Bahramji,34,461380,False,0.667,0.526,4,-18.544,0,0.04,0.18,0.883,0.0771,0.0354,97.99,ambient
A Better Place,Project AER;cxlt.,54,119999,False,0.496,0.255,9,-17.984,1,0.0283,0.937,0.845,0.0909,0.0809,141.961,ambient
Every Little Thing She Does Is Magic,Sleeping At Last,55,196806,False,0.613,0.314,1,-9.575,1,0.031,0.975,8.41e-06,0.0946,0.421,132.776,ambient
No Longer Slaves,Bethel Music;Jonathan David Helser;Melissa Helser,51,371506,False,0.491,0.197,7,-11.346,1,0.0303,0.93,2.77e-05,0.101,0.167,127.904,ambient
Whitby,Stephan Moccio,49,195240,False,0.215,0.0223,7,-28.528,0,0.0432,0.991,0.922,0.105,0.253,166.528,ambient
Living Hope,Bethel Music;Bethany Wohrle,54,406346,False,0.414,0.712,9,-6.815,1,0.0379,0.0486,0.0,0.529,0.185,143.957,ambient
Snow,Fabrizio Paterlini,57,158036,False,0.276,0.259,2,-17.332,0,0.034,0.987,0.866,0.102,0.416,180.901,ambient
To Feel Again / Trois,Jon Hopkins;Kelly Lee Owens;Sultan + Shepard;Jerro,58,293489,False,0.496,0.873,4,-7.547,1,0.0362,0.00335,0.896,0.099,0.0458,130.0,ambient
Forces of Attraction,Jóhann Jóhannsson,60,123157,False,0.511,0.126,7,-20.852,1,0.0374,0.895,0.869,0.102,0.403,103.997,ambient
La Valse d'Amélie - Version piano,Yann Tiersen,64,158666,False,0.194,0.179,9,-16.834,0,0.0422,0.988,0.866,0.0819,0.179,177.694,ambient
Champion - Live,Bethel Music;Dante Bowe,60,526890,False,0.314,0.634,10,-7.168,1,0.0344,0.0207,7.52e-05,0.687,0.172,143.992,ambient
Baby Teeth,Flower Face,53,281843,False,0.214,0.367,6,-10.858,0,0.0321,0.844,0.0181,0.188,0.175,79.854,ambient
Merry Christmas Mr. Lawrence,Ryuichi Sakamoto;Jaques Morelenbaum;Everton Nelson,58,286466,False,0.493,0.175,10,-18.049,0,0.036,0.949,0.777,0.112,0.278,106.903,ambient
A Bad Dream That Will Pass Away,Luke Howard,64,176000,False,0.386,0.0552,10,-31.201,1,0.0395,0.992,0.942,0.0805,0.247,111.914,ambient
Avril 14th,Aphex Twin,64,125520,False,0.558,0.0259,8,-30.016,1,0.0458,0.996,0.871,0.0969,0.37,157.811,ambient
Beneath the Waves,Gavin Luke,51,190605,False,0.15,0.106,8,-24.453,1,0.0356,0.985,0.923,0.108,0.351,169.943,ambient
No Longer Slaves - Radio Version,Bethel Music;Jonathan David Helser;Melissa Helser,56,249213,False,0.417,0.655,10,-5.798,1,0.0347,0.0459,0.0,0.11,0.321,147.972,ambient
Por Siempre (Live),Bethel Music;kalley,37,320013,False,0.336,0.697,2,-5.03,1,0.0339,3.07e-05,0.0,0.0598,0.125,138.122,ambient
saman,Ólafur Arnalds,65,131923,False,0.583,0.0238,0,-32.244,0,0.0369,0.994,0.847,0.103,0.426,108.74,ambient
An Ending (Ascent) - Remastered 2005,Brian Eno,59,266200,False,0.257,0.0906,8,-25.381,1,0.07,0.932,0.985,0.0786,0.0451,67.46,ambient
Natural Light,Ludovico Einaudi,62,335542,False,0.218,0.00352,1,-39.627,1,0.0515,0.992,0.951,0.139,0.192,68.61,ambient
"The Departure (Main title theme from ""The Leftovers"" - Music from the HBO series)",Max Richter;Khatia Buniatishvili,0,82509,False,0.18,0.00656,0,-35.4,0,0.0369,0.995,0.956,0.107,0.0399,58.008,ambient
Rolling Like A Ball,Ludovico Einaudi,61,257216,False,0.208,0.012,8,-29.933,1,0.0422,0.987,0.919,0.1,0.0391,175.159,ambient
I Giorni,Ludovico Einaudi,59,411080,False,0.277,0.0314,2,-30.21,1,0.0545,0.992,0.943,0.0712,0.0495,131.571,ambient
K.,Cigarettes After Sex,48,319560,False,0.253,0.405,3,-10.257,1,0.035,0.146,0.824,0.142,0.303,188.31,ambient
DUALQ,Gustavo Santaolalla;Otnicka,36,235142,False,0.493,0.656,4,-12.747,0,0.0426,0.195,0.842,0.113,0.0995,169.942,ambient
The Last of Us Part II,Gustavo Santaolalla,53,172560,False,0.451,0.0457,2,-18.026,0,0.0423,0.904,0.783,0.102,0.128,128.598,ambient
Falling In Love,Cigarettes After Sex,47,245840,False,0.472,0.27,7,-11.649,1,0.027,0.729,0.0158,0.125,0.373,140.673,ambient
Her Eyes the Stars,LUCHS;Patrik Berg Almkvisth,59,130000,False,0.442,0.134,1,-19.543,0,0.0425,0.991,0.946,0.103,0.288,147.943,ambient
Mid Air,GÅEL,61,147936,False,0.524,0.0338,0,-28.584,1,0.058,0.995,0.921,0.0907,0.25,111.895,ambient
Saudade (When We Are Born),Ólafur Arnalds,60,150000,False,0.289,0.0253,2,-31.435,1,0.0376,0.994,0.919,0.0837,0.138,99.801,ambient
Moments of Wonder,Pulse Mandala;Suseti,27,297000,False,0.169,0.221,6,-21.642,0,0.0349,0.846,0.894,0.101,0.061,68.937,ambient
Ultraviolet,James Heather,60,93657,False,0.248,0.0621,5,-31.174,1,0.0362,0.988,0.873,0.144,0.0398,68.537,ambient
Ala,Joep Beving,59,120741,False,0.384,0.125,10,-22.4,1,0.0315,0.987,0.929,0.112,0.369,80.185,ambient
Atlavík,Hugar,53,155733,False,0.535,0.147,2,-25.141,1,0.0382,0.867,0.797,0.0825,0.238,126.823,ambient
Domestic Pressures,Jóhann Jóhannsson,58,157221,False,0.201,0.133,9,-19.194,0,0.0387,0.927,0.961,0.116,0.0775,155.788,ambient
Opal - Four Tet Remix,Bicep;Four Tet,58,494256,False,0.826,0.72,9,-9.582,0,0.119,0.103,0.773,0.11,0.287,127.011,ambient
Wishing,Alexis Ffrench,59,128915,False,0.509,0.126,3,-22.956,1,0.0359,0.995,0.942,0.121,0.34,72.702,ambient
"Oh, Round Lake",Novo Amor,51,175093,False,0.564,0.227,1,-14.668,1,0.0407,0.963,0.000824,0.0601,0.222,124.824,ambient
Chasing Cars,Sleeping At Last,54,240426,False,0.478,0.181,11,-8.731,1,0.0327,0.975,3.37e-06,0.0795,0.279,108.346,ambient
Claude's Girl,Marika Hackman,55,158422,False,0.444,0.0629,7,-20.499,0,0.035,0.962,0.0069,0.097,0.225,141.325,ambient
Someone Loves Us,Dario Marianelli,55,116760,False,0.176,0.00998,4,-27.101,1,0.0456,0.973,0.854,0.0842,0.0385,83.902,ambient
Wu Wei,De Moi,61,169382,False,0.218,0.0293,0,-31.517,1,0.0425,0.951,0.565,0.228,0.037,68.836,ambient
the color of the sky - solo piano,Chad Lawson,51,223880,False,0.171,0.0172,9,-32.538,0,0.0458,0.989,0.902,0.0876,0.0686,67.6,ambient
Anything You Synthesize - Ambient,The American Dollar,53,248125,False,0.496,0.0936,1,-22.248,0,0.0359,0.43,0.94,0.0997,0.0308,120.116,ambient
pt. 1 Owl Light,Stephan Moccio,61,189906,False,0.442,0.0992,0,-22.153,1,0.0346,0.983,0.852,0.0975,0.213,113.645,ambient
All Through the Night,Sleeping At Last,52,197804,False,0.309,0.204,3,-10.867,1,0.0397,0.949,0.0,0.127,0.289,185.309,ambient
Playground Love,Air;Gordon Tracks,63,211500,False,0.33,0.423,7,-10.504,0,0.0279,0.265,0.731,0.347,0.117,143.086,ambient
Shiver,Lucy Rose,54,233013,False,0.463,0.192,9,-13.229,1,0.0338,0.706,8.46e-05,0.105,0.135,122.631,ambient
I Can Almost See You,Hammock,52,255335,False,0.0748,0.523,4,-8.069,1,0.0354,0.782,0.866,0.0886,0.0383,74.195,ambient
Ethan's Waltz,Abel Korzeniowski,55,85960,False,0.448,0.147,11,-16.405,0,0.0279,0.92,0.912,0.0766,0.289,144.738,ambient
Sleeping Lotus,Joep Beving,61,152000,False,0.312,0.0268,7,-26.537,0,0.0369,0.994,0.885,0.107,0.188,68.524,ambient
La femme d'argent,Air,61,426614,False,0.517,0.737,6,-8.189,0,0.0352,0.434,0.684,0.392,0.558,79.82,ambient
Sexy Boy,Air,59,298466,False,0.437,0.652,0,-6.152,1,0.0288,0.0011,0.614,0.111,0.211,111.888,ambient
I'll Keep You Safe,Sleeping At Last,47,271199,False,0.333,0.436,7,-9.735,1,0.029,0.876,0.0179,0.0808,0.149,140.011,ambient
Another Life,Flower Face,40,289117,False,0.456,0.285,5,-12.309,1,0.0303,0.851,0.152,0.122,0.0501,114.953,ambient
When Orange is the Sky,Fabrizio Paterlini,58,99049,False,0.309,0.0278,2,-38.497,0,0.043,0.988,0.952,0.081,0.24,127.773,ambient
Dealing With Destruction - From “Chernobyl” TV Series Soundtrack,Hildur Guðnadóttir,0,114647,False,0.147,0.044,0,-22.446,1,0.0443,0.36,0.945,0.0875,0.0284,102.153,ambient
Evacuation - From “Chernobyl” TV Series Soundtrack,Hildur Guðnadóttir,0,283991,False,0.0688,0.237,3,-18.403,0,0.0408,0.64,0.977,0.099,0.0363,76.487,ambient
"Circles (based on Ludovico Einaudi ""Experience"")",Ludovico Einaudi;Greta Svabo Bech,57,237500,False,0.55,0.187,6,-11.991,0,0.0261,0.938,0.00954,0.09,0.197,92.465,ambient
Dancing on the Waves,Bethel Music;We The Kingdom,55,376093,False,0.318,0.209,2,-10.664,1,0.0295,0.934,0.0,0.0946,0.365,90.336,ambient
God of Revival - Live,Bethel Music;Brian Johnson;Jenn Johnson,58,515387,False,0.36,0.608,1,-7.811,1,0.0309,0.065,0.0,0.43,0.21,144.004,ambient
Summer Memories,Gavin Luke,57,167921,False,0.269,0.0155,8,-26.36,1,0.032,0.974,0.925,0.11,0.24,65.363,ambient
April to Death,Flower Face,53,232617,True,0.59,0.382,1,-11.039,1,0.0296,0.817,4.37e-05,0.116,0.287,98.029,ambient
Turbine Hall - From “Chernobyl” TV Series Soundtrack,Hildur Guðnadóttir,0,156665,False,0.176,0.138,0,-25.668,0,0.0446,0.82,0.871,0.231,0.0279,101.916,ambient
Wrecking Ball - Solo Piano Version,Stephan Moccio,60,204560,False,0.515,0.0695,5,-22.837,1,0.0342,0.992,0.934,0.0943,0.109,112.81,ambient
Happiness Does Not Wait,Ólafur Arnalds,58,251626,False,0.4,0.128,5,-16.614,0,0.0401,0.989,0.85,0.11,0.124,122.974,ambient
Xtal,Aphex Twin,60,293751,False,0.51,0.505,9,-13.053,0,0.0344,0.342,0.96,0.117,0.318,114.532,ambient
Flora,Ludovico Einaudi,59,341038,False,0.146,0.0661,9,-27.101,0,0.0476,0.989,0.928,0.103,0.0623,76.633,ambient
By This River - 2004 Digital Remaster,Brian Eno,55,183493,False,0.466,0.0155,7,-25.169,0,0.034,0.956,0.0461,0.126,0.0938,134.678,ambient
Waiting for the Engineer - From “Chernobyl” TV Series Soundtrack,Hildur Guðnadóttir,0,91666,False,0.206,0.272,5,-19.152,0,0.0636,0.944,0.968,0.0801,0.0266,141.733,ambient
Bluebird,Alexis Ffrench,59,204629,False,0.448,0.111,10,-20.606,1,0.0353,0.991,0.898,0.0974,0.0755,74.76,ambient
Torne,Little Symphony,33,88010,False,0.187,0.0383,9,-24.141,0,0.0485,0.879,0.986,0.113,0.0965,80.189,ambient
Bird,Mary Lattimore,3,374290,False,0.614,0.188,6,-13.477,1,0.0401,0.967,0.926,0.119,0.18,111.486,ambient
The Revenant Main Theme,Ryuichi Sakamoto;alva noto,52,161465,False,0.159,0.123,4,-26.301,0,0.0652,0.864,0.762,0.104,0.0498,131.552,ambient
Uns,aswekeepsearching,24,281062,False,0.37,0.624,5,-6.854,1,0.0276,0.417,0.0138,0.12,0.167,150.053,ambient
Each Time You Fall in Love,Cigarettes After Sex,45,290160,False,0.382,0.533,10,-8.829,1,0.0277,0.471,0.688,0.14,0.276,76.019,ambient
Pastoral,Christian Löffler,51,220630,False,0.163,0.191,10,-20.924,1,0.0365,0.937,0.959,0.0961,0.0335,105.104,ambient
Last Dream Before Sunrise,Poemme,41,317047,False,0.118,0.296,11,-23.831,1,0.0737,0.946,0.972,0.111,0.184,61.882,ambient
I Make Sparks,Novo Amor,51,218573,False,0.591,0.37,0,-12.9,1,0.0343,0.895,0.737,0.103,0.352,143.94,ambient
Ariana,Tony Anderson,47,557634,False,0.513,0.185,6,-24.03,1,0.0348,0.967,0.897,0.101,0.0341,92.992,ambient
Filma Solo,Gabríel Ólafs,58,195154,False,0.213,0.0377,10,-33.06,1,0.0475,0.986,0.869,0.139,0.0973,165.763,ambient
Loom - Sunrise Session II,Ólafur Arnalds;Reykjavík Recording Orchestra,50,226000,False,0.222,0.11,0,-18.317,0,0.0377,0.979,0.902,0.128,0.0638,103.252,ambient
I Love You Too Much,Gustavo Santaolalla;Diego Luna,59,155320,False,0.403,0.255,0,-9.601,1,0.0428,0.854,9.5e-06,0.198,0.21,206.198,ambient
Landscape With a Fairy,aspidistrafly,54,265253,False,0.303,0.291,5,-12.932,1,0.0318,0.934,0.824,0.363,0.197,111.327,ambient
Natural Light,Ludovico Einaudi,62,335542,False,0.218,0.00352,1,-39.627,1,0.0515,0.992,0.951,0.139,0.192,68.61,ambient
Kioque,Akira Kosemura,58,130045,False,0.448,0.107,5,-23.153,1,0.0321,0.951,0.921,0.111,0.2,139.33,ambient
Biomes,James Heather,59,162946,False,0.246,0.111,3,-24.418,1,0.0443,0.913,0.871,0.11,0.137,126.738,ambient
Looking at the World Through a Window,From Overseas,51,385000,False,0.142,0.112,4,-20.806,1,0.0407,0.906,0.967,0.0751,0.05,101.366,ambient
Sleepless,Novo Amor,50,202960,False,0.467,0.532,7,-7.519,1,0.0339,0.897,0.144,0.101,0.121,72.49,ambient
"Cambridge, 1963",Jóhann Jóhannsson,54,101572,False,0.357,0.0878,10,-16.909,1,0.0392,0.967,0.98,0.102,0.654,82.874,ambient
Ending,Peter Sandberg,45,135041,False,0.567,0.207,6,-22.354,0,0.037,0.963,0.925,0.105,0.151,143.999,ambient
Living Room,Grouper,54,142120,False,0.425,0.0757,6,-21.707,1,0.0375,0.89,0.901,0.111,0.156,124.374,ambient
Nothing It Can,Helios,48,287520,False,0.181,0.245,1,-12.333,1,0.0389,0.779,0.899,0.0681,0.0366,109.007,ambient
Birthplace,Novo Amor,49,190573,False,0.744,0.329,1,-9.869,1,0.0312,0.954,0.591,0.0971,0.389,125.631,ambient
Heavenly Harps,Matooma,59,184714,False,0.207,0.0537,0,-26.829,1,0.043,0.993,0.953,0.0991,0.0325,68.227,ambient
Shamanic Tea - Ajja Remix,Tripswitch;Ajja,34,397297,False,0.527,0.941,6,-5.084,0,0.0367,0.000649,0.861,0.726,0.618,148.03,ambient
Alone in Kyoto,Air,56,291000,False,0.525,0.366,0,-16.488,1,0.0718,0.958,0.751,0.137,0.0785,179.956,ambient
"Liz On Top Of The World - From ""Pride & Prejudice"" Soundtrack",Dario Marianelli;Jean-Yves Thibaudet,56,82773,False,0.217,0.117,3,-21.398,1,0.0374,0.975,0.911,0.0573,0.0388,46.755,ambient
I Feel Better,Novo Amor,50,168786,False,0.579,0.606,6,-5.704,1,0.0319,0.743,0.0895,0.113,0.348,155.042,ambient
Together At Last,Alexis Ffrench;Jobim Ffrench,60,191610,False,0.433,0.00824,10,-29.236,1,0.0516,0.995,0.886,0.0742,0.0807,62.597,ambient
2.3 Courante,Peter Gregson;Richard Harwood;Reinoud Ford;Tim Lowe;Ben Chappell;Katherine Jenkinson,56,99610,False,0.499,0.353,5,-14.773,1,0.0352,0.961,0.856,0.154,0.199,99.936,ambient
Holm Sound,Erland Cooper,56,175909,False,0.305,0.0501,0,-28.268,1,0.0413,0.967,0.88,0.0877,0.166,180.996,ambient
Vladimir's Blues,Max Richter,61,78546,False,0.375,0.165,9,-21.918,1,0.0676,0.995,0.901,0.105,0.0581,114.728,ambient
The Haunted Victorian Pencil,A Winged Victory for the Sullen;Adam Bryanbaum Wiltzie;Dustin O'Halloran,59,89968,False,0.287,0.0176,7,-26.308,0,0.047,0.988,0.908,0.104,0.17,79.592,ambient
Evening Light,Akira Kosemura,53,141315,False,0.393,0.0399,8,-27.124,1,0.0469,0.982,0.892,0.109,0.147,123.787,ambient
Pisces Moon - Alternate Version,Flower Face,36,215217,False,0.425,0.445,1,-10.535,1,0.0283,0.181,0.0,0.0728,0.116,138.03,ambient
Spiracle,Flower Face,21,179815,False,0.342,0.612,11,-6.432,1,0.0357,0.804,3.11e-06,0.239,0.24,79.01,ambient
Le Onde,Ludovico Einaudi,58,324015,False,0.242,0.154,2,-26.525,1,0.0564,0.975,0.897,0.0964,0.0489,123.077,ambient
Papillon - Solo Piano Version,Alexis Ffrench,56,176457,False,0.282,0.063,0,-26.185,1,0.0377,0.991,0.905,0.131,0.102,128.534,ambient
Almost June,Ludovico Einaudi,58,173576,False,0.355,0.00708,10,-33.07,1,0.0504,0.985,0.961,0.0903,0.16,63.731,ambient
Run,Ludovico Einaudi;I Virtuosi Italiani,55,332360,False,0.336,0.173,11,-14.492,0,0.0477,0.99,0.927,0.076,0.0374,118.564,ambient
Fly,Ludovico Einaudi,58,278933,False,0.174,0.178,1,-18.717,0,0.0362,0.994,0.861,0.0737,0.0347,167.972,ambient
November,Max Richter;Mari Samuelsen;Konzerthausorchester Berlin;Jonathan Stockhammer,54,367240,False,0.45,0.442,0,-11.444,1,0.0478,0.524,0.176,0.101,0.138,120.176,ambient
Life,Ludovico Einaudi;Daniel Hope;I Virtuosi Italiani,53,262653,False,0.334,0.268,7,-14.772,1,0.0321,0.933,0.904,0.0846,0.0523,93.405,ambient
Time Lapse,Ludovico Einaudi,55,331400,False,0.593,0.138,5,-25.831,0,0.0452,0.963,0.809,0.0903,0.172,125.039,ambient
Souvenir,Julien Baker;Phoebe Bridgers;Lucy Dacus,60,212467,False,0.605,0.299,6,-11.192,0,0.0264,0.751,0.474,0.0943,0.181,109.008,ambient
Night,Ludovico Einaudi;Amsterdam Sinfonietta,56,330573,False,0.21,0.179,3,-15.954,1,0.0341,0.962,0.934,0.103,0.06,106.705,ambient
