Track,Artist,BPM,Energy,Valence,Danceability,Acousticness,Popularity,Year
Ibiza Session Track 1295,Peggy Gou,125,0.73,0.33,0.79,0.1,47,2000
Ibiza Session Track 1296,Jamie Jones,126,0.67,0.87,0.75,0.06,77,2005
Ibiza Session Track 1297,Hot Since 82,86,0.34,0.42,0.54,0.47,68,2011
Ibiza Session Track 1298,David Guetta,104,0.44,0.41,0.65,0.38,67,2000
Ibiza Session Track 1299,Solomun,103,0.47,0.66,0.57,0.44,67,2003
Ibiza Session Track 1300,The Martinez Brothers,128,0.98,0.78,0.64,0.02,42,1996
Ibiza Session Track 1301,Carl Cox,122,0.67,0.81,0.77,0.1,51,1996
Ibiza Session Track 1302,Calvin Harris,125,0.92,0.4,0.72,0.04,56,2007
Ibiza Session Track 1303,Carl Cox,93,0.52,0.36,0.57,0.42,70,2022
Ibiza Session Track 1304,David Guetta,129,0.77,0.2,0.78,0.02,61,2017
Ibiza Session Track 1305,Jamie Jones,107,0.33,0.52,0.52,0.59,55,2025
Ibiza Session Track 1306,Peggy Gou,102,0.36,0.66,0.66,0.69,80,2023
Ibiza Session Track 1307,Solomun,125,0.75,0.68,0.85,0.06,74,2010
Ibiza Session Track 1308,The Martinez Brothers,126,0.87,0.72,0.66,0.01,57,2018
Ibiza Session Track 1309,MK,127,0.96,0.43,0.65,0.04,68,2000
Ibiza Session Track 1310,The Martinez Brothers,101,0.55,0.53,0.52,0.63,42,2023
Ibiza Session Track 1311,Solomun,126,0.92,0.63,0.7,0.02,75,2015
Ibiza Session Track 1312,Peggy Gou,101,0.47,0.61,0.65,0.32,78,2021
Ibiza Session Track 1313,The Martinez Brothers,122,0.8,0.89,0.89,0.19,63,2011
Ibiza Session Track 1314,Tale Of Us,105,0.32,0.48,0.51,0.32,71,2023
Ibiza Session Track 1315,Maceo Plex,124,0.77,0.11,0.79,0.05,65,2019
Ibiza Session Track 1316,Maceo Plex,126,0.88,0.78,0.64,0.02,76,1998
Ibiza Session Track 1317,Maceo Plex,126,0.9,0.42,0.67,0.03,70,2008
Ibiza Session Track 1318,Fisher,125,0.68,0.54,0.84,0.08,79,1997
Ibiza Session Track 1319,The Martinez Brothers,92,0.6,0.69,0.55,0.44,48,2024
Ibiza Session Track 1320,MK,125,0.61,0.56,0.85,0.19,43,1995
Ibiza Session Track 1321,Carl Cox,94,0.33,0.55,0.51,0.47,69,2021
Ibiza Session Track 1322,Fisher,100,0.42,0.46,0.61,0.56,51,2018
Ibiza Session Track 1323,Calvin Harris,128,0.92,0.74,0.72,0.05,72,2004
Ibiza Session Track 1324,David Guetta,122,0.87,0.83,0.79,0.07,61,2016
Ibiza Session Track 1325,David Guetta,126,0.71,0.9,0.83,0.17,78,1995
Ibiza Session Track 1326,David Guetta,130,0.91,0.25,0.79,0.04,55,1995
Ibiza Session Track 1327,MK,123,0.81,0.88,0.89,0.04,52,2003
Ibiza Session Track 1328,David Guetta,130,0.94,0.52,0.63,0.01,57,1999
Ibiza Session Track 1329,Hot Since 82,131,0.94,0.42,0.68,0.03,68,2009
Ibiza Session Track 1330,Peggy Gou,85,0.58,0.45,0.5,0.44,80,2019
Ibiza Session Track 1331,Maceo Plex,97,0.36,0.57,0.56,0.61,48,2023
Ibiza Session Track 1332,Black Coffee,129,0.73,0.69,0.9,0.13,58,2006
Ibiza Session Track 1333,Fisher,128,0.99,0.71,0.6,0.02,42,2016
Ibiza Session Track 1334,Solomun,121,0.64,0.8,0.78,0.04,40,1998
Ibiza Session Track 1335,Maceo Plex,125,0.72,0.86,0.81,0.12,72,2002
Ibiza Session Track 1336,Maceo Plex,121,0.81,0.76,0.9,0.15,60,2018
Ibiza Session Track 1337,Maceo Plex,128,0.82,0.84,0.89,0.2,46,2019
Ibiza Session Track 1338,Marco Carola,128,0.92,0.79,0.72,0.04,74,2008
Ibiza Session Track 1339,Solomun,126,0.99,0.59,0.65,0.04,62,2024
Ibiza Session Track 1340,Carl Cox,112,0.34,0.66,0.55,0.48,74,2014
Ibiza Session Track 1341,Hot Since 82,124,0.95,0.54,0.65,0.05,66,2006
Ibiza Session Track 1342,Marco Carola,90,0.45,0.49,0.7,0.72,56,1999
Ibiza Session Track 1343,Marco Carola,123,0.74,0.8,0.86,0.07,73,2025
Ibiza Session Track 1344,MK,123,0.76,0.62,0.83,0.05,74,2006
Ibiza Session Track 1345,Peggy Gou,107,0.59,0.56,0.62,0.79,66,2009
Ibiza Session Track 1346,The Martinez Brothers,122,0.79,0.65,0.88,0.05,80,2023
Ibiza Session Track 1347,Peggy Gou,129,0.89,0.46,0.72,0.03,54,2017
Ibiza Session Track 1348,Marco Carola,129,0.94,0.18,0.77,0.09,42,2002
Ibiza Session Track 1349,Hot Since 82,125,0.87,0.62,0.71,0.03,40,2021
Ibiza Session Track 1350,Black Coffee,130,0.9,0.62,0.62,0.01,80,2007
Ibiza Session Track 1351,Maceo Plex,131,0.85,0.44,0.65,0.03,62,1999
Ibiza Session Track 1352,Solomun,103,0.48,0.57,0.62,0.46,60,2016
Ibiza Session Track 1353,Carl Cox,96,0.5,0.46,0.65,0.42,57,2005
Ibiza Session Track 1354,MK,124,0.74,0.23,0.7,0.04,68,2017
Ibiza Session Track 1355,Maceo Plex,130,0.99,0.61,0.72,0.0,51,2003
Ibiza Session Track 1356,Hot Since 82,96,0.38,0.44,0.53,0.39,53,2021
Ibiza Session Track 1357,Marco Carola,127,0.72,0.53,0.74,0.01,71,2025
Ibiza Session Track 1358,Marco Carola,125,0.78,0.8,0.72,0.13,62,2021
Ibiza Session Track 1359,Calvin Harris,128,0.93,0.72,0.63,0.0,42,2024
Ibiza Session Track 1360,Hot Since 82,124,0.95,0.68,0.65,0.04,78,2015
Ibiza Session Track 1361,Peggy Gou,130,0.86,0.54,0.71,0.0,63,2013
Ibiza Session Track 1362,Peggy Gou,125,0.78,0.76,0.71,0.13,60,1998
Ibiza Session Track 1363,Carl Cox,109,0.5,0.62,0.54,0.41,62,2002
Ibiza Session Track 1364,Black Coffee,124,0.78,0.63,0.83,0.18,69,2005
Ibiza Session Track 1365,Jamie Jones,122,0.78,0.66,0.87,0.09,74,1998
Ibiza Session Track 1366,The Martinez Brothers,128,0.86,0.79,0.67,0.01,80,2021
Ibiza Session Track 1367,David Guetta,121,0.87,0.87,0.73,0.2,72,2002
Ibiza Session Track 1368,Fisher,124,0.89,0.72,0.66,0.04,45,2001
Ibiza Session Track 1369,Calvin Harris,125,0.77,0.16,0.75,0.07,42,2012
Ibiza Session Track 1370,Black Coffee,126,0.93,0.71,0.62,0.01,69,2010
Ibiza Session Track 1371,Carl Cox,127,0.97,0.54,0.64,0.03,62,2011
Ibiza Session Track 1372,Black Coffee,126,0.73,0.22,0.77,0.04,74,2005
Ibiza Session Track 1373,The Martinez Brothers,127,0.61,0.76,0.89,0.08,64,2012
Ibiza Session Track 1374,Tale Of Us,124,0.87,0.56,0.84,0.17,72,1998
Ibiza Session Track 1375,David Guetta,113,0.46,0.37,0.56,0.32,58,2011
Ibiza Session Track 1376,Tale Of Us,123,0.69,0.64,0.83,0.05,46,2009
Ibiza Session Track 1377,Peggy Gou,90,0.49,0.52,0.5,0.66,68,2021
Ibiza Session Track 1378,Peggy Gou,132,0.96,0.61,0.65,0.01,51,1996
Ibiza Session Track 1379,Marco Carola,131,0.89,0.26,0.77,0.04,55,2024
Ibiza Session Track 1380,Calvin Harris,126,0.81,0.61,0.82,0.12,52,2009
Ibiza Session Track 1381,Maceo Plex,128,0.88,0.59,0.62,0.01,68,2006
Ibiza Session Track 1382,The Martinez Brothers,117,0.37,0.57,0.5,0.36,71,2024
Ibiza Session Track 1383,Peggy Gou,128,0.95,0.5,0.72,0.0,71,2004
Ibiza Session Track 1384,Marco Carola,125,0.74,0.78,0.82,0.07,68,1995
Ibiza Session Track 1385,MK,128,0.71,0.3,0.67,0.03,76,1999
Ibiza Session Track 1386,Tale Of Us,106,0.41,0.63,0.51,0.51,65,1995
Ibiza Session Track 1387,The Martinez Brothers,81,0.35,0.56,0.6,0.59,51,2004
Ibiza Session Track 1388,Carl Cox,130,0.55,0.69,0.63,0.32,62,2008
Ibiza Session Track 1389,Peggy Gou,125,0.7,0.59,0.82,0.1,41,2025
Ibiza Session Track 1390,Marco Carola,125,0.81,0.12,0.78,0.08,56,2025
Ibiza Session Track 1391,Solomun,96,0.41,0.41,0.7,0.64,46,2000
Ibiza Session Track 1392,Hot Since 82,131,0.92,0.38,0.74,0.01,48,2020
Ibiza Session Track 1393,Fisher,125,0.86,0.68,0.8,0.07,47,2013
Ibiza Session Track 1394,Peggy Gou,122,0.69,0.56,0.8,0.1,45,2002
Ibiza Session Track 1395,Jamie Jones,102,0.56,0.47,0.51,0.36,79,2003
Ibiza Session Track 1396,Hot Since 82,126,0.92,0.74,0.71,0.01,72,2021
Ibiza Session Track 1397,The Martinez Brothers,98,0.38,0.64,0.53,0.59,80,2003
Ibiza Session Track 1398,Peggy Gou,124,0.71,0.13,0.75,0.08,78,2020
Ibiza Session Track 1399,Peggy Gou,129,0.87,0.66,0.75,0.01,54,2002
Ibiza Session Track 1400,Carl Cox,129,0.92,0.25,0.77,0.09,74,1999
Ibiza Session Track 1401,David Guetta,128,0.9,0.84,0.79,0.09,42,2004
Ibiza Session Track 1402,Solomun,124,0.86,0.11,0.68,0.06,46,2007
Ibiza Session Track 1403,The Martinez Brothers,132,0.95,0.33,0.66,0.09,49,2024
Ibiza Session Track 1404,Black Coffee,125,0.81,0.72,0.81,0.05,64,2000
Ibiza Session Track 1405,Calvin Harris,126,0.98,0.69,0.64,0.03,47,2004
Ibiza Session Track 1406,Carl Cox,126,0.86,0.45,0.62,0.0,50,2006
Ibiza Session Track 1407,Maceo Plex,115,0.45,0.61,0.51,0.67,57,1998
Ibiza Session Track 1408,Black Coffee,99,0.4,0.7,0.53,0.79,60,2009
Ibiza Session Track 1409,Peggy Gou,125,0.9,0.69,0.73,0.04,64,1998
Ibiza Session Track 1410,Hot Since 82,94,0.54,0.5,0.61,0.56,48,1997
Ibiza Session Track 1411,Calvin Harris,127,0.83,0.14,0.71,0.09,62,2013
Ibiza Session Track 1412,Calvin Harris,124,0.81,0.78,0.89,0.13,55,1998
Ibiza Session Track 1413,Peggy Gou,99,0.59,0.66,0.63,0.41,48,2005
Ibiza Session Track 1414,Hot Since 82,131,0.73,0.31,0.8,0.09,47,2012
Ibiza Session Track 1415,Marco Carola,125,0.77,0.63,0.76,0.03,75,2005
Ibiza Session Track 1416,MK,103,0.41,0.38,0.54,0.76,56,2002
Ibiza Session Track 1417,Jamie Jones,94,0.55,0.37,0.52,0.57,40,2011
Ibiza Session Track 1418,David Guetta,124,0.73,0.51,0.87,0.07,46,2025
Ibiza Session Track 1419,MK,125,0.95,0.62,0.65,0.05,45,1997
Ibiza Session Track 1420,Jamie Jones,110,0.44,0.6,0.56,0.57,50,2010
Ibiza Session Track 1421,Fisher,121,0.38,0.48,0.68,0.62,67,1998
Ibiza Session Track 1422,Hot Since 82,126,0.94,0.7,0.64,0.01,49,2008
Ibiza Session Track 1423,Black Coffee,126,0.94,0.74,0.66,0.02,73,2002
Ibiza Session Track 1424,Solomun,123,0.77,0.18,0.79,0.08,57,2017
Ibiza Session Track 1425,Maceo Plex,124,0.86,0.69,0.76,0.06,50,2003
Ibiza Session Track 1426,Jamie Jones,127,0.75,0.4,0.79,0.05,75,2004
Ibiza Session Track 1427,The Martinez Brothers,130,0.85,0.35,0.65,0.08,52,2016
Ibiza Session Track 1428,Fisher,126,0.86,0.42,0.71,0.04,75,2001
Ibiza Session Track 1429,Maceo Plex,129,0.99,0.7,0.61,0.03,55,1998
Ibiza Session Track 1430,Jamie Jones,129,0.79,0.12,0.79,0.07,75,2013
Ibiza Session Track 1431,Calvin Harris,112,0.33,0.69,0.7,0.43,61,2018
Ibiza Session Track 1432,Jamie Jones,123,0.9,0.82,0.78,0.15,65,2004
Ibiza Session Track 1433,Black Coffee,132,0.79,0.3,0.69,0.04,79,1999
Ibiza Session Track 1434,Fisher,128,0.92,0.52,0.69,0.03,66,2015
Ibiza Session Track 1435,Tale Of Us,127,0.72,0.12,0.69,0.07,74,2023
Ibiza Session Track 1436,Black Coffee,101,0.4,0.69,0.61,0.75,40,2014
Ibiza Session Track 1437,The Martinez Brothers,126,0.81,0.1,0.63,0.02,49,2006
Ibiza Session Track 1438,MK,126,0.94,0.63,0.72,0.02,43,2003
Ibiza Session Track 1439,Peggy Gou,122,0.8,0.55,0.9,0.04,52,2004
Ibiza Session Track 1440,Marco Carola,124,0.72,0.57,0.77,0.13,72,2011
Ibiza Session Track 1441,Calvin Harris,124,0.87,0.4,0.69,0.01,73,2020
Ibiza Session Track 1442,David Guetta,130,0.91,0.53,0.74,0.01,53,2002
Ibiza Session Track 1443,Carl Cox,125,0.84,0.59,0.86,0.04,76,2017
Ibiza Session Track 1444,Carl Cox,128,0.83,0.74,0.78,0.06,67,1998
Ibiza Session Track 1445,Carl Cox,128,0.98,0.57,0.65,0.02,56,1995
Ibiza Session Track 1446,MK,122,0.83,0.61,0.79,0.15,66,2010
Ibiza Session Track 1447,Tale Of Us,123,0.82,0.88,0.71,0.16,79,2003
Ibiza Session Track 1448,Tale Of Us,121,0.77,0.23,0.75,0.08,56,2024
Ibiza Session Track 1449,Carl Cox,125,0.64,0.67,0.84,0.19,80,1995
Ibiza Session Track 1450,Calvin Harris,124,0.64,0.54,0.84,0.0,71,1997
Ibiza Session Track 1451,David Guetta,123,0.84,0.28,0.8,0.04,64,2010
Ibiza Session Track 1452,Fisher,129,0.97,0.72,0.7,0.01,76,2004
Ibiza Session Track 1453,Peggy Gou,124,0.81,0.76,0.88,0.02,60,2013
Ibiza Session Track 1454,Hot Since 82,128,0.85,0.57,0.65,0.02,60,2014
Ibiza Session Track 1455,Peggy Gou,97,0.33,0.52,0.67,0.34,68,1996
Ibiza Session Track 1456,Hot Since 82,127,0.84,0.22,0.66,0.03,76,2005
Ibiza Session Track 1457,Carl Cox,131,0.8,0.19,0.66,0.1,54,2015
Ibiza Session Track 1458,Hot Since 82,126,0.81,0.59,0.72,0.09,51,2000
Ibiza Session Track 1459,Marco Carola,124,0.85,0.6,0.85,0.18,45,2015
Ibiza Session Track 1460,Hot Since 82,131,0.71,0.2,0.77,0.05,49,2019
Ibiza Session Track 1461,Carl Cox,126,0.74,0.3,0.78,0.04,65,2007
Ibiza Session Track 1462,Calvin Harris,96,0.35,0.55,0.57,0.76,42,2014
Ibiza Session Track 1463,Tale Of Us,127,0.78,0.26,0.65,0.09,76,2010
Ibiza Session Track 1464,Black Coffee,122,0.91,0.14,0.65,0.03,76,2012
Ibiza Session Track 1465,Calvin Harris,86,0.59,0.55,0.56,0.78,57,2019
Ibiza Session Track 1466,Fisher,123,0.86,0.57,0.72,0.09,50,2015
Ibiza Session Track 1467,Calvin Harris,127,0.81,0.39,0.71,0.04,60,2008
Ibiza Session Track 1468,Hot Since 82,121,0.7,0.58,0.83,0.12,71,2014
Ibiza Session Track 1469,Fisher,100,0.51,0.5,0.68,0.69,79,1999
Ibiza Session Track 1470,Solomun,128,0.87,0.34,0.61,0.03,74,2005
Ibiza Session Track 1471,Carl Cox,94,0.32,0.64,0.64,0.79,63,2000
Ibiza Session Track 1472,Black Coffee,125,0.97,0.69,0.68,0.04,40,2008
Ibiza Session Track 1473,Maceo Plex,101,0.42,0.64,0.51,0.75,71,1995
Ibiza Session Track 1474,Tale Of Us,134,0.78,0.13,0.67,0.02,66,2025
Ibiza Session Track 1475,Carl Cox,130,0.87,0.25,0.76,0.02,68,2005
Ibiza Session Track 1476,The Martinez Brothers,112,0.47,0.54,0.66,0.45,76,1996
Ibiza Session Track 1477,The Martinez Brothers,130,0.92,0.21,0.65,0.06,73,2022
Ibiza Session Track 1478,David Guetta,120,0.3,0.58,0.57,0.69,63,2025
Ibiza Session Track 1479,Maceo Plex,107,0.44,0.38,0.58,0.45,53,2002
Ibiza Session Track 1480,Tale Of Us,131,0.72,0.11,0.69,0.01,40,2010
Ibiza Session Track 1481,Fisher,124,0.85,0.46,0.65,0.04,57,1999
Ibiza Session Track 1482,Fisher,91,0.3,0.47,0.63,0.35,40,2014
Ibiza Session Track 1483,MK,126,0.62,0.64,0.75,0.05,41,1998
Ibiza Session Track 1484,Calvin Harris,127,0.96,0.78,0.69,0.04,40,2018
Ibiza Session Track 1485,The Martinez Brothers,109,0.4,0.52,0.7,0.68,76,2019
Ibiza Session Track 1486,Jamie Jones,121,0.82,0.68,0.76,0.02,41,2000
Ibiza Session Track 1487,Calvin Harris,128,0.83,0.29,0.71,0.03,51,1997
Ibiza Session Track 1488,Solomun,129,0.87,0.32,0.76,0.07,75,2000
Ibiza Session Track 1489,Hot Since 82,131,0.86,0.48,0.63,0.05,70,2006
Ibiza Session Track 1490,Hot Since 82,126,0.93,0.64,0.63,0.02,68,1997
Ibiza Session Track 1491,Calvin Harris,86,0.33,0.6,0.54,0.58,48,2003
Ibiza Session Track 1492,Jamie Jones,107,0.33,0.67,0.6,0.3,64,2005
Ibiza Session Track 1493,Marco Carola,127,0.76,0.33,0.76,0.1,54,2001
Ibiza Session Track 1494,David Guetta,122,0.65,0.65,0.83,0.09,64,2011
Ibiza Session Track 1495,Peggy Gou,126,0.94,0.36,0.62,0.02,57,1998
Ibiza Session Track 1496,Hot Since 82,122,0.72,0.75,0.86,0.1,70,2023
Ibiza Session Track 1497,Fisher,123,0.89,0.7,0.84,0.12,61,2015
Ibiza Session Track 1498,Hot Since 82,125,0.71,0.39,0.71,0.04,72,2005
Ibiza Session Track 1499,Fisher,104,0.37,0.45,0.63,0.35,50,1999
Ibiza Session Track 1500,Solomun,122,0.69,0.56,0.78,0.15,45,2009
Ibiza Session Track 1501,MK,130,0.96,0.52,0.65,0.01,78,2002
Ibiza Session Track 1502,Hot Since 82,104,0.47,0.6,0.54,0.56,68,2023
Ibiza Session Track 1503,The Martinez Brothers,90,0.43,0.36,0.58,0.67,64,2004
Ibiza Session Track 1504,MK,121,0.6,0.89,0.7,0.05,57,2011
Ibiza Session Track 1505,Tale Of Us,130,0.97,0.53,0.64,0.03,53,1995
Ibiza Session Track 1506,David Guetta,125,0.84,0.21,0.63,0.04,46,2023
Ibiza Session Track 1507,Jamie Jones,123,0.66,0.83,0.86,0.14,62,1999
Ibiza Session Track 1508,Peggy Gou,122,0.64,0.55,0.76,0.07,62,2000
Ibiza Session Track 1509,Tale Of Us,101,0.45,0.43,0.62,0.74,57,1995
Ibiza Session Track 1510,Peggy Gou,125,0.94,0.67,0.67,0.02,80,2001
Ibiza Session Track 1511,Black Coffee,124,0.68,0.7,0.87,0.04,75,2006
Ibiza Session Track 1512,Carl Cox,129,0.88,0.54,0.61,0.02,42,2020
Ibiza Session Track 1513,Carl Cox,124,0.86,0.67,0.78,0.15,69,2024
Ibiza Session Track 1514,Fisher,130,0.85,0.14,0.65,0.1,62,2019
Ibiza Session Track 1515,Jamie Jones,105,0.48,0.41,0.58,0.6,58,2008
Ibiza Session Track 1516,MK,134,0.96,0.57,0.73,0.0,59,1996
Ibiza Session Track 1517,Maceo Plex,125,0.63,0.89,0.89,0.11,49,2016
Ibiza Session Track 1518,David Guetta,102,0.51,0.38,0.51,0.39,48,2000
Ibiza Session Track 1519,Maceo Plex,130,0.73,0.39,0.63,0.03,74,2019
Ibiza Session Track 1520,Peggy Gou,106,0.53,0.48,0.61,0.78,59,2011
Ibiza Session Track 1521,Solomun,122,0.9,0.75,0.83,0.01,42,2005
Ibiza Session Track 1522,Carl Cox,123,0.93,0.65,0.7,0.04,66,2004
Ibiza Session Track 1523,Black Coffee,125,0.94,0.38,0.69,0.05,48,2024
Ibiza Session Track 1524,Marco Carola,122,0.86,0.67,0.73,0.19,42,2002
Ibiza Session Track 1525,The Martinez Brothers,125,0.61,0.62,0.74,0.05,75,2012
Ibiza Session Track 1526,Black Coffee,127,0.97,0.56,0.62,0.01,78,2017
Ibiza Session Track 1527,Solomun,126,0.94,0.16,0.63,0.04,46,1998
Ibiza Session Track 1528,Marco Carola,121,0.7,0.69,0.8,0.12,71,1995
Ibiza Session Track 1529,Tale Of Us,108,0.31,0.37,0.63,0.52,80,2014
Ibiza Session Track 1530,Black Coffee,127,0.97,0.44,0.73,0.03,77,1995
Ibiza Session Track 1531,Black Coffee,108,0.36,0.31,0.52,0.47,52,2017
Ibiza Session Track 1532,Maceo Plex,126,0.83,0.66,0.81,0.17,53,1997
Ibiza Session Track 1533,Calvin Harris,122,0.82,0.59,0.85,0.07,42,2017
Ibiza Session Track 1534,Peggy Gou,93,0.45,0.33,0.68,0.68,43,1998
Ibiza Session Track 1535,The Martinez Brothers,128,0.86,0.74,0.61,0.02,44,2005
Ibiza Session Track 1536,Peggy Gou,123,0.64,0.62,0.87,0.1,62,2012
Ibiza Session Track 1537,Fisher,124,0.8,0.87,0.89,0.17,73,1998
Ibiza Session Track 1538,Fisher,127,0.87,0.57,0.67,0.01,69,2000
Ibiza Session Track 1539,MK,126,0.89,0.74,0.72,0.01,77,1996
Ibiza Session Track 1540,Fisher,121,0.8,0.84,0.72,0.12,80,2015
Ibiza Session Track 1541,Carl Cox,129,0.93,0.18,0.67,0.05,79,2003
Ibiza Session Track 1542,Jamie Jones,123,0.87,0.7,0.73,0.06,53,2004
Ibiza Session Track 1543,Peggy Gou,123,0.85,0.65,0.84,0.1,68,2015
Ibiza Session Track 1544,Solomun,124,0.64,0.61,0.85,0.12,51,2019
Ibiza Session Track 1545,Marco Carola,109,0.43,0.34,0.68,0.36,68,2013
Ibiza Session Track 1546,Carl Cox,128,0.91,0.31,0.77,0.04,69,2024
Ibiza Session Track 1547,Calvin Harris,118,0.66,0.55,0.74,0.06,51,2025
Ibiza Session Track 1548,David Guetta,95,0.57,0.5,0.7,0.38,55,2012
Ibiza Session Track 1549,Tale Of Us,128,0.94,0.32,0.67,0.02,61,2023
Ibiza Session Track 1550,The Martinez Brothers,132,0.81,0.11,0.67,0.02,50,1998
Ibiza Session Track 1551,Tale Of Us,128,0.94,0.2,0.77,0.05,44,2013
Ibiza Session Track 1552,Hot Since 82,125,0.82,0.37,0.62,0.01,40,2004
Ibiza Session Track 1553,Tale Of Us,129,0.71,0.3,0.68,0.04,58,2005
Ibiza Session Track 1554,David Guetta,130,0.78,0.28,0.64,0.01,71,2003
Ibiza Session Track 1555,The Martinez Brothers,111,0.48,0.69,0.59,0.73,66,2012
Ibiza Session Track 1556,Maceo Plex,127,0.72,0.88,0.77,0.08,73,2000
Ibiza Session Track 1557,MK,110,0.52,0.57,0.67,0.55,49,2018
Ibiza Session Track 1558,Fisher,131,0.91,0.79,0.7,0.02,69,2007
Ibiza Session Track 1559,Solomun,96,0.59,0.39,0.52,0.49,41,1999
Ibiza Session Track 1560,MK,88,0.39,0.41,0.53,0.33,72,2020
Ibiza Session Track 1561,Maceo Plex,126,0.88,0.52,0.75,0.01,57,2022
Ibiza Session Track 1562,David Guetta,81,0.32,0.46,0.56,0.78,51,2007
Ibiza Session Track 1563,Carl Cox,126,0.65,0.82,0.77,0.12,56,1998
Ibiza Session Track 1564,Peggy Gou,127,0.91,0.41,0.66,0.04,60,2000
Ibiza Session Track 1565,Carl Cox,133,0.97,0.68,0.71,0.03,64,2006
Ibiza Session Track 1566,The Martinez Brothers,130,0.98,0.62,0.67,0.03,70,2012
Ibiza Session Track 1567,MK,86,0.3,0.61,0.55,0.65,45,2022
Ibiza Session Track 1568,Maceo Plex,121,0.8,0.82,0.87,0.18,71,2024
Ibiza Session Track 1569,Marco Carola,128,0.97,0.45,0.73,0.03,69,2019
Ibiza Session Track 1570,David Guetta,99,0.57,0.66,0.51,0.5,65,2002
Ibiza Session Track 1571,Hot Since 82,131,0.73,0.24,0.64,0.07,57,1995
Ibiza Session Track 1572,Tale Of Us,131,0.84,0.27,0.72,0.05,46,2021
Ibiza Session Track 1573,Black Coffee,126,0.98,0.7,0.63,0.05,50,2011
Ibiza Session Track 1574,Calvin Harris,122,0.89,0.81,0.89,0.06,74,2000
Ibiza Session Track 1575,Jamie Jones,121,0.8,0.62,0.89,0.01,50,1995
Ibiza Session Track 1576,Tale Of Us,125,0.96,0.51,0.61,0.03,52,1998
Ibiza Session Track 1577,Maceo Plex,128,0.87,0.34,0.66,0.1,47,2024
Ibiza Session Track 1578,Hot Since 82,129,0.83,0.15,0.64,0.02,63,2013
Ibiza Session Track 1579,MK,125,0.87,0.59,0.69,0.01,64,2024
Ibiza Session Track 1580,Hot Since 82,93,0.43,0.63,0.63,0.64,67,2007
Ibiza Session Track 1581,Carl Cox,127,0.84,0.1,0.67,0.09,47,1996
Ibiza Session Track 1582,Solomun,115,0.6,0.65,0.59,0.52,52,2002
Ibiza Session Track 1583,Peggy Gou,127,0.98,0.76,0.73,0.03,59,2013
Ibiza Session Track 1584,Marco Carola,131,0.86,0.76,0.74,0.03,63,2003
Ibiza Session Track 1585,Fisher,103,0.55,0.4,0.55,0.79,75,2008
Ibiza Session Track 1586,Calvin Harris,127,0.88,0.77,0.7,0.02,41,2008
Ibiza Session Track 1587,Marco Carola,125,0.61,0.52,0.79,0.11,63,2023
Ibiza Session Track 1588,Fisher,128,0.86,0.56,0.72,0.01,78,1998
Ibiza Session Track 1589,The Martinez Brothers,109,0.57,0.46,0.5,0.47,58,1997
Ibiza Session Track 1590,Tale Of Us,127,0.94,0.14,0.61,0.05,41,2016
Ibiza Session Track 1591,Tale Of Us,129,0.93,0.76,0.69,0.05,73,2016
Ibiza Session Track 1592,Carl Cox,112,0.46,0.47,0.65,0.63,75,2003
Ibiza Session Track 1593,David Guetta,121,0.79,0.35,0.77,0.07,59,1995
Ibiza Session Track 1594,David Guetta,128,0.98,0.66,0.61,0.04,56,2009
Ibiza Session Track 1595,Tale Of Us,124,0.64,0.5,0.83,0.13,61,2022
Ibiza Session Track 1596,David Guetta,125,0.61,0.66,0.71,0.12,53,2012
Ibiza Session Track 1597,David Guetta,127,0.91,0.61,0.71,0.02,48,2016
Ibiza Session Track 1598,Carl Cox,125,0.81,0.5,0.77,0.1,50,2019
Ibiza Session Track 1599,David Guetta,123,0.79,0.73,0.89,0.18,70,2020
Ibiza Session Track 1600,David Guetta,126,0.88,0.79,0.79,0.19,64,2012
Ibiza Session Track 1601,The Martinez Brothers,125,0.95,0.47,0.62,0.04,66,2013
Ibiza Session Track 1602,Fisher,124,0.78,0.22,0.62,0.07,60,2008
Ibiza Session Track 1603,Hot Since 82,109,0.34,0.41,0.62,0.73,41,2011
Ibiza Session Track 1604,Hot Since 82,126,0.89,0.7,0.65,0.01,75,2025
Ibiza Session Track 1605,Marco Carola,132,0.84,0.37,0.66,0.04,51,2005
Ibiza Session Track 1606,The Martinez Brothers,117,0.64,0.59,0.85,0.15,51,2010
Ibiza Session Track 1607,The Martinez Brothers,124,0.86,0.7,0.61,0.01,74,1997
Ibiza Session Track 1608,David Guetta,82,0.57,0.54,0.61,0.35,48,2002
Ibiza Session Track 1609,Maceo Plex,123,0.99,0.57,0.61,0.01,50,2013
Ibiza Session Track 1610,Carl Cox,125,0.81,0.62,0.74,0.01,71,1997
Ibiza Session Track 1611,Calvin Harris,119,0.43,0.69,0.5,0.57,47,2003
Ibiza Session Track 1612,Tale Of Us,122,0.69,0.76,0.78,0.14,41,2025
Ibiza Session Track 1613,Carl Cox,126,0.87,0.19,0.7,0.06,40,2002
Ibiza Session Track 1614,Hot Since 82,99,0.38,0.65,0.56,0.33,54,2001
Ibiza Session Track 1615,Fisher,131,0.84,0.3,0.64,0.04,49,1998
Ibiza Session Track 1616,Black Coffee,124,0.78,0.7,0.89,0.19,45,2018
Ibiza Session Track 1617,Carl Cox,126,0.92,0.47,0.75,0.02,78,2019
